DateTime	Elapsed	PiezoValue	BucketFlip	BucketCount		
Wed Jul 20 20:47:59 2016	434037	12	0	0		
Wed Jul 20 20:47:59 2016	434043	12	0	0		
Wed Jul 20 20:47:59 2016	434049	13	0	0		
Wed Jul 20 20:47:59 2016	434055	13	0	0		
Wed Jul 20 20:47:59 2016	434061	13	0	0		
Wed Jul 20 20:47:59 2016	434067	14	0	0		
Wed Jul 20 20:47:59 2016	434073	13	0	0		
Wed Jul 20 20:47:59 2016	434079	13	0	0		
Wed Jul 20 20:47:59 2016	434085	12	0	0		
Wed Jul 20 20:47:59 2016	434091	12	0	0		
Wed Jul 20 20:47:59 2016	434097	13	0	0		
Wed Jul 20 20:47:59 2016	434103	13	0	0		
Wed Jul 20 20:47:59 2016	434109	13	0	0		
Wed Jul 20 20:47:59 2016	434115	13	0	0		
Wed Jul 20 20:47:59 2016	434121	13	0	0		
Wed Jul 20 20:47:59 2016	434127	13	0	0		
Wed Jul 20 20:47:59 2016	434133	12	0	0		
Wed Jul 20 20:47:59 2016	434139	13	0	0		
Wed Jul 20 20:47:59 2016	434145	13	0	0		
Wed Jul 20 20:47:59 2016	434151	13	0	0		
Wed Jul 20 20:47:59 2016	434157	13	0	0		
Wed Jul 20 20:47:59 2016	434163	13	0	0		
Wed Jul 20 20:47:59 2016	434169	13	0	0		
Wed Jul 20 20:47:59 2016	434175	13	0	0		
Wed Jul 20 20:47:59 2016	434181	13	0	0		
Wed Jul 20 20:47:59 2016	434187	13	0	0		
Wed Jul 20 20:47:59 2016	434193	12	0	0		
Wed Jul 20 20:47:59 2016	434199	13	0	0		
Wed Jul 20 20:47:59 2016	434205	13	0	0		
Wed Jul 20 20:47:59 2016	434211	12	0	0		
Wed Jul 20 20:47:59 2016	434217	13	0	0		
Wed Jul 20 20:47:59 2016	434223	12	0	0		
Wed Jul 20 20:47:59 2016	434229	13	0	0		
Wed Jul 20 20:47:59 2016	434235	13	0	0		
Wed Jul 20 20:47:59 2016	434241	13	0	0		
Wed Jul 20 20:47:59 2016	434247	12	0	0		
Wed Jul 20 20:47:59 2016	434253	13	0	0		
Wed Jul 20 20:47:59 2016	434259	12	0	0		
Wed Jul 20 20:48:00 2016	434265	12	0	0		
Wed Jul 20 20:48:00 2016	434271	13	0	0		
Wed Jul 20 20:48:00 2016	434277	13	0	0		
Wed Jul 20 20:48:00 2016	434283	13	0	0		
Wed Jul 20 20:48:00 2016	434289	13	0	0		
Wed Jul 20 20:48:00 2016	434295	12	0	0		
Wed Jul 20 20:48:00 2016	434301	13	0	0		
Wed Jul 20 20:48:00 2016	434307	12	0	0		
Wed Jul 20 20:48:00 2016	434313	13	0	0		
Wed Jul 20 20:48:00 2016	434319	12	0	0		
Wed Jul 20 20:48:00 2016	434325	13	0	0		
Wed Jul 20 20:48:00 2016	434331	12	0	0		
Wed Jul 20 20:48:00 2016	434337	13	0	0		
Wed Jul 20 20:48:00 2016	434343	12	0	0		
Wed Jul 20 20:48:00 2016	434349	13	0	0		
Wed Jul 20 20:48:00 2016	434355	13	0	0		
Wed Jul 20 20:48:00 2016	434361	12	0	0		
Wed Jul 20 20:48:00 2016	434367	12	0	0		
Wed Jul 20 20:48:00 2016	434373	12	0	0		
Wed Jul 20 20:48:00 2016	434379	13	0	0		
Wed Jul 20 20:48:00 2016	434385	12	0	0		
Wed Jul 20 20:48:00 2016	434391	14	0	0		
Wed Jul 20 20:48:00 2016	434397	13	0	0		
Wed Jul 20 20:48:00 2016	434403	13	0	0		
Wed Jul 20 20:48:00 2016	434409	14	0	0		
Wed Jul 20 20:48:00 2016	434415	13	0	0		
Wed Jul 20 20:48:00 2016	434421	13	0	0		
Wed Jul 20 20:48:00 2016	434427	13	0	0		
Wed Jul 20 20:48:00 2016	434433	13	0	0		
Wed Jul 20 20:48:00 2016	434439	12	0	0		
Wed Jul 20 20:48:00 2016	434445	13	0	0		
Wed Jul 20 20:48:00 2016	434451	14	0	0		
Wed Jul 20 20:48:00 2016	434457	12	0	0		
Wed Jul 20 20:48:00 2016	434463	12	0	0		
Wed Jul 20 20:48:00 2016	434469	13	0	0		
Wed Jul 20 20:48:00 2016	434475	13	0	0		
Wed Jul 20 20:48:00 2016	434481	13	0	0		
Wed Jul 20 20:48:00 2016	434487	13	0	0		
Wed Jul 20 20:48:00 2016	434493	14	0	0		
Wed Jul 20 20:48:00 2016	434499	13	0	0		
Wed Jul 20 20:48:00 2016	434505	13	0	0		
Wed Jul 20 20:48:00 2016	434511	13	0	0		
Wed Jul 20 20:48:00 2016	434517	13	0	0		
Wed Jul 20 20:48:00 2016	434523	13	0	0		
Wed Jul 20 20:48:00 2016	434529	13	0	0		
Wed Jul 20 20:48:00 2016	434535	12	0	0		
Wed Jul 20 20:48:00 2016	434541	13	0	0		
Wed Jul 20 20:48:00 2016	434547	13	0	0		
Wed Jul 20 20:48:00 2016	434553	13	0	0		
Wed Jul 20 20:48:00 2016	434559	14	0	0		
Wed Jul 20 20:48:00 2016	434565	13	0	0		
Wed Jul 20 20:48:00 2016	434571	13	0	0		
Wed Jul 20 20:48:00 2016	434577	13	0	0		
Wed Jul 20 20:48:00 2016	434583	13	0	0		
Wed Jul 20 20:48:00 2016	434589	13	0	0		
Wed Jul 20 20:48:00 2016	434595	13	0	0		
Wed Jul 20 20:48:00 2016	434601	13	0	0		
Wed Jul 20 20:48:00 2016	434607	13	0	0		
Wed Jul 20 20:48:00 2016	434613	12	0	0		
Wed Jul 20 20:48:00 2016	434619	13	0	0		
Wed Jul 20 20:48:00 2016	434625	14	0	0		
Wed Jul 20 20:48:00 2016	434631	13	0	0		
Wed Jul 20 20:48:00 2016	434637	12	0	0		
Wed Jul 20 20:48:00 2016	434643	13	0	0		
Wed Jul 20 20:48:00 2016	434649	13	0	0		
Wed Jul 20 20:48:00 2016	434655	13	0	0		
Wed Jul 20 20:48:00 2016	434661	14	0	0		
Wed Jul 20 20:48:00 2016	434667	12	0	0		
Wed Jul 20 20:48:00 2016	434673	13	0	0		
Wed Jul 20 20:48:00 2016	434679	13	0	0		
Wed Jul 20 20:48:00 2016	434685	14	0	0		
Wed Jul 20 20:48:00 2016	434691	13	0	0		
Wed Jul 20 20:48:00 2016	434697	13	0	0		
Wed Jul 20 20:48:00 2016	434703	13	0	0		
Wed Jul 20 20:48:00 2016	434709	12	0	0		
Wed Jul 20 20:48:00 2016	434715	13	0	0		
Wed Jul 20 20:48:00 2016	434721	13	0	0		
Wed Jul 20 20:48:00 2016	434727	12	0	0		
Wed Jul 20 20:48:00 2016	434733	12	0	0		
Wed Jul 20 20:48:00 2016	434739	12	0	0		
Wed Jul 20 20:48:00 2016	434745	13	0	0		
Wed Jul 20 20:48:00 2016	434751	13	0	0		
Wed Jul 20 20:48:00 2016	434757	14	0	0		
Wed Jul 20 20:48:00 2016	434763	12	0	0		
Wed Jul 20 20:48:00 2016	434769	12	0	0		
Wed Jul 20 20:48:00 2016	434775	14	0	0		
Wed Jul 20 20:48:00 2016	434781	13	0	0		
Wed Jul 20 20:48:00 2016	434787	13	0	0		
Wed Jul 20 20:48:00 2016	434793	13	0	0		
Wed Jul 20 20:48:00 2016	434799	12	0	0		
Wed Jul 20 20:48:00 2016	434805	13	0	0		
Wed Jul 20 20:48:00 2016	434811	13	0	0		
Wed Jul 20 20:48:00 2016	434817	12	0	0		
Wed Jul 20 20:48:00 2016	434823	13	0	0		
Wed Jul 20 20:48:00 2016	434829	13	0	0		
Wed Jul 20 20:48:00 2016	434835	13	0	0		
Wed Jul 20 20:48:00 2016	434841	13	0	0		
Wed Jul 20 20:48:00 2016	434847	12	0	0		
Wed Jul 20 20:48:00 2016	434853	12	0	0		
Wed Jul 20 20:48:00 2016	434859	12	0	0		
Wed Jul 20 20:48:00 2016	434865	13	0	0		
Wed Jul 20 20:48:00 2016	434870	13	0	0		
Wed Jul 20 20:48:00 2016	434879	12	0	0		
Wed Jul 20 20:48:00 2016	434885	13	0	0		
Wed Jul 20 20:48:12 2016	446816	11	0	0		
Wed Jul 20 20:48:12 2016	446822	16	0	0		
Wed Jul 20 20:48:12 2016	446828	16	0	0		
Wed Jul 20 20:48:12 2016	446834	16	0	0		
Wed Jul 20 20:48:12 2016	446840	14	0	0		
Wed Jul 20 20:48:12 2016	446846	13	0	0		
Wed Jul 20 20:48:12 2016	446852	12	0	0		
Wed Jul 20 20:48:12 2016	446858	13	0	0		
Wed Jul 20 20:48:12 2016	446864	13	0	0		
Wed Jul 20 20:48:12 2016	446870	13	0	0		
Wed Jul 20 20:48:12 2016	446876	13	0	0		
Wed Jul 20 20:48:12 2016	446882	12	0	0		
Wed Jul 20 20:48:12 2016	446888	13	0	0		
Wed Jul 20 20:48:12 2016	446894	13	0	0		
Wed Jul 20 20:48:12 2016	446900	13	0	0		
Wed Jul 20 20:48:12 2016	446906	13	0	0		
Wed Jul 20 20:48:12 2016	446912	12	0	0		
Wed Jul 20 20:48:12 2016	446918	12	0	0		
Wed Jul 20 20:48:12 2016	446924	13	0	0		
Wed Jul 20 20:48:12 2016	446930	12	0	0		
Wed Jul 20 20:48:12 2016	446936	12	0	0		
Wed Jul 20 20:48:12 2016	446941	13	0	0		
Wed Jul 20 20:48:12 2016	446948	16	0	0		
Wed Jul 20 20:48:12 2016	446954	17	0	0		
Wed Jul 20 20:48:12 2016	446960	18	0	0		
Wed Jul 20 20:48:12 2016	446966	16	0	0		
Wed Jul 20 20:48:12 2016	446972	14	0	0		
Wed Jul 20 20:48:12 2016	446978	13	0	0		
Wed Jul 20 20:48:12 2016	446984	12	0	0		
Wed Jul 20 20:48:12 2016	446990	13	0	0		
Wed Jul 20 20:48:12 2016	446996	12	0	0		
Wed Jul 20 20:48:12 2016	447002	13	0	0		
Wed Jul 20 20:48:12 2016	447008	12	0	0		
Wed Jul 20 20:48:12 2016	447014	12	0	0		
Wed Jul 20 20:48:12 2016	447020	13	0	0		
Wed Jul 20 20:48:12 2016	447026	13	0	0		
Wed Jul 20 20:48:12 2016	447032	13	0	0		
Wed Jul 20 20:48:12 2016	447038	13	0	0		
Wed Jul 20 20:48:12 2016	447044	12	0	0		
Wed Jul 20 20:48:12 2016	447050	13	0	0		
Wed Jul 20 20:48:12 2016	447056	13	0	0		
Wed Jul 20 20:48:12 2016	447062	12	0	0		
Wed Jul 20 20:48:12 2016	447068	12	0	0		
Wed Jul 20 20:48:12 2016	447074	12	0	0		
Wed Jul 20 20:48:12 2016	447080	11	0	0		
Wed Jul 20 20:48:12 2016	447086	13	0	0		
Wed Jul 20 20:48:12 2016	447091	14	0	0		
Wed Jul 20 20:48:12 2016	447097	14	0	0		
Wed Jul 20 20:48:12 2016	447102	16	0	0		
Wed Jul 20 20:48:13 2016	447108	15	0	0		
Wed Jul 20 20:48:13 2016	447114	16	0	0		
Wed Jul 20 20:48:13 2016	447119	15	0	0		
Wed Jul 20 20:48:13 2016	447125	15	0	0		
Wed Jul 20 20:48:13 2016	447131	15	0	0		
Wed Jul 20 20:48:13 2016	447137	13	0	0		
Wed Jul 20 20:48:13 2016	447143	13	0	0		
Wed Jul 20 20:48:13 2016	447149	12	0	0		
Wed Jul 20 20:48:13 2016	447155	13	0	0		
Wed Jul 20 20:48:13 2016	447161	13	0	0		
Wed Jul 20 20:48:13 2016	447167	13	0	0		
Wed Jul 20 20:48:13 2016	447173	12	0	0		
Wed Jul 20 20:48:13 2016	447179	13	0	0		
Wed Jul 20 20:48:13 2016	447185	13	0	0		
Wed Jul 20 20:48:13 2016	447191	13	0	0		
Wed Jul 20 20:48:13 2016	447197	13	0	0		
Wed Jul 20 20:48:13 2016	447203	12	0	0		
Wed Jul 20 20:48:13 2016	447209	13	0	0		
Wed Jul 20 20:48:13 2016	447215	12	0	0		
Wed Jul 20 20:48:13 2016	447221	13	0	0		
Wed Jul 20 20:48:13 2016	447227	12	0	0		
Wed Jul 20 20:48:13 2016	447233	13	0	0		
Wed Jul 20 20:48:13 2016	447239	13	0	0		
Wed Jul 20 20:48:13 2016	447245	12	0	0		
Wed Jul 20 20:48:13 2016	447251	13	0	0		
Wed Jul 20 20:48:13 2016	447257	13	0	0		
Wed Jul 20 20:48:13 2016	447263	13	0	0		
Wed Jul 20 20:48:13 2016	447269	12	0	0		
Wed Jul 20 20:48:13 2016	447275	12	0	0		
Wed Jul 20 20:48:13 2016	447281	12	0	0		
Wed Jul 20 20:48:13 2016	447287	14	0	0		
Wed Jul 20 20:48:13 2016	447293	12	0	0		
Wed Jul 20 20:48:13 2016	447299	13	0	0		
Wed Jul 20 20:48:13 2016	447305	12	0	0		
Wed Jul 20 20:48:13 2016	447311	13	0	0		
Wed Jul 20 20:48:13 2016	447317	13	0	0		
Wed Jul 20 20:48:13 2016	447323	14	0	0		
Wed Jul 20 20:48:13 2016	447329	13	0	0		
Wed Jul 20 20:48:13 2016	447335	13	0	0		
Wed Jul 20 20:48:13 2016	447341	13	0	0		
Wed Jul 20 20:48:13 2016	447347	13	0	0		
Wed Jul 20 20:48:13 2016	447353	12	0	0		
Wed Jul 20 20:48:13 2016	447359	12	0	0		
Wed Jul 20 20:48:13 2016	447365	13	0	0		
Wed Jul 20 20:48:13 2016	447371	12	0	0		
Wed Jul 20 20:48:13 2016	447377	12	0	0		
Wed Jul 20 20:48:13 2016	447383	14	0	0		
Wed Jul 20 20:48:13 2016	447389	13	0	0		
Wed Jul 20 20:48:13 2016	447395	13	0	0		
Wed Jul 20 20:48:13 2016	447401	13	0	0		
Wed Jul 20 20:48:13 2016	447407	13	0	0		
Wed Jul 20 20:48:13 2016	447413	13	0	0		
Wed Jul 20 20:48:13 2016	447419	14	0	0		
Wed Jul 20 20:48:13 2016	447425	13	0	0		
Wed Jul 20 20:48:13 2016	447431	13	0	0		
Wed Jul 20 20:48:13 2016	447437	13	0	0		
Wed Jul 20 20:48:13 2016	447443	13	0	0		
Wed Jul 20 20:48:13 2016	447449	13	0	0		
Wed Jul 20 20:48:13 2016	447455	12	0	0		
Wed Jul 20 20:48:13 2016	447461	13	0	0		
Wed Jul 20 20:48:13 2016	447467	12	0	0		
Wed Jul 20 20:48:13 2016	447473	13	0	0		
Wed Jul 20 20:48:13 2016	447479	13	0	0		
Wed Jul 20 20:48:13 2016	447485	13	0	0		
Wed Jul 20 20:48:13 2016	447491	13	0	0		
Wed Jul 20 20:48:13 2016	447497	12	0	0		
Wed Jul 20 20:48:13 2016	447503	13	0	0		
Wed Jul 20 20:48:13 2016	447509	13	0	0		
Wed Jul 20 20:48:13 2016	447515	12	0	0		
Wed Jul 20 20:48:13 2016	447521	14	0	0		
Wed Jul 20 20:48:13 2016	447527	14	0	0		
Wed Jul 20 20:48:13 2016	447533	13	0	0		
Wed Jul 20 20:48:13 2016	447539	13	0	0		
Wed Jul 20 20:48:13 2016	447545	13	0	0		
Wed Jul 20 20:48:13 2016	447551	12	0	0		
Wed Jul 20 20:48:13 2016	447557	13	0	0		
Wed Jul 20 20:48:13 2016	447563	13	0	0		
Wed Jul 20 20:48:13 2016	447569	13	0	0		
Wed Jul 20 20:48:13 2016	447575	13	0	0		
Wed Jul 20 20:48:13 2016	447581	12	0	0		
Wed Jul 20 20:48:13 2016	447587	12	0	0		
Wed Jul 20 20:48:13 2016	447593	13	0	0		
Wed Jul 20 20:48:13 2016	447599	12	0	0		
Wed Jul 20 20:48:13 2016	447605	13	0	0		
Wed Jul 20 20:48:13 2016	447611	12	0	0		
Wed Jul 20 20:48:13 2016	447617	13	0	0		
Wed Jul 20 20:48:13 2016	447623	13	0	0		
Wed Jul 20 20:48:13 2016	447629	12	0	0		
Wed Jul 20 20:48:13 2016	447635	13	0	0		
Wed Jul 20 20:48:13 2016	447641	12	0	0		
Wed Jul 20 20:48:13 2016	447647	12	0	0		
Wed Jul 20 20:48:13 2016	447653	12	0	0		
Wed Jul 20 20:48:13 2016	447659	12	0	0		
Wed Jul 20 20:48:13 2016	447665	12	0	0		
Wed Jul 20 20:48:13 2016	447671	12	0	0		
Wed Jul 20 20:48:13 2016	447677	12	0	0		
Wed Jul 20 20:48:13 2016	447683	12	0	0		
Wed Jul 20 20:48:13 2016	447689	12	0	0		
Wed Jul 20 20:48:13 2016	447695	13	0	0		
Wed Jul 20 20:48:13 2016	447701	12	0	0		
Wed Jul 20 20:48:13 2016	447707	12	0	0		
Wed Jul 20 20:48:13 2016	447713	12	0	0		
Wed Jul 20 20:48:13 2016	447719	12	0	0		
Wed Jul 20 20:48:13 2016	447725	13	0	0		
Wed Jul 20 20:48:13 2016	447731	13	0	0		
Wed Jul 20 20:48:13 2016	447737	13	0	0		
Wed Jul 20 20:48:13 2016	447743	13	0	0		
Wed Jul 20 20:48:13 2016	447749	13	0	0		
Wed Jul 20 20:48:13 2016	447755	13	0	0		
Wed Jul 20 20:48:13 2016	447761	12	0	0		
Wed Jul 20 20:48:13 2016	447767	13	0	0		
Wed Jul 20 20:48:13 2016	447773	12	0	0		
Wed Jul 20 20:48:13 2016	447779	12	0	0		
Wed Jul 20 20:48:13 2016	447785	12	0	0		
Wed Jul 20 20:48:13 2016	447791	13	0	0		
Wed Jul 20 20:48:13 2016	447797	13	0	0		
Wed Jul 20 20:48:13 2016	447803	13	0	0		
Wed Jul 20 20:48:13 2016	447809	12	0	0		
Wed Jul 20 20:48:13 2016	447815	13	0	0		
Wed Jul 20 20:48:13 2016	447821	12	0	0		
Wed Jul 20 20:48:13 2016	447827	12	0	0		
Wed Jul 20 20:48:13 2016	447833	12	0	0		
Wed Jul 20 20:48:13 2016	447839	12	0	0		
Wed Jul 20 20:48:13 2016	447845	12	0	0		
Wed Jul 20 20:48:13 2016	447851	12	0	0		
Wed Jul 20 20:48:13 2016	447857	13	0	0		
Wed Jul 20 20:48:13 2016	447863	12	0	0		
Wed Jul 20 20:48:13 2016	447869	13	0	0		
Wed Jul 20 20:48:13 2016	447875	13	0	0		
Wed Jul 20 20:48:13 2016	447881	13	0	0		
Wed Jul 20 20:48:13 2016	447887	13	0	0		
Wed Jul 20 20:48:13 2016	447893	13	0	0		
Wed Jul 20 20:48:13 2016	447899	13	0	0		
Wed Jul 20 20:48:13 2016	447905	13	0	0		
Wed Jul 20 20:48:13 2016	447911	12	0	0		
Wed Jul 20 20:48:13 2016	447917	13	0	0		
Wed Jul 20 20:48:13 2016	447923	12	0	0		
Wed Jul 20 20:48:13 2016	447929	12	0	0		
Wed Jul 20 20:48:13 2016	447935	13	0	0		
Wed Jul 20 20:48:13 2016	447941	13	0	0		
Wed Jul 20 20:48:13 2016	447947	13	0	0		
Wed Jul 20 20:48:13 2016	447953	13	0	0		
Wed Jul 20 20:48:13 2016	447959	13	0	0		
Wed Jul 20 20:48:13 2016	447965	12	0	0		
Wed Jul 20 20:48:13 2016	447971	13	0	0		
Wed Jul 20 20:48:13 2016	447977	13	0	0		
Wed Jul 20 20:48:13 2016	447983	13	0	0		
Wed Jul 20 20:48:13 2016	447989	12	0	0		
Wed Jul 20 20:48:13 2016	447995	13	0	0		
Wed Jul 20 20:48:13 2016	448001	13	0	0		
Wed Jul 20 20:48:13 2016	448007	12	0	0		
Wed Jul 20 20:48:13 2016	448013	13	0	0		
Wed Jul 20 20:48:13 2016	448019	13	0	0		
Wed Jul 20 20:48:13 2016	448025	12	0	0		
Wed Jul 20 20:48:13 2016	448031	13	0	0		
Wed Jul 20 20:48:13 2016	448037	13	0	0		
Wed Jul 20 20:48:13 2016	448043	12	0	0		
Wed Jul 20 20:48:13 2016	448049	12	0	0		
Wed Jul 20 20:48:13 2016	448055	14	0	0		
Wed Jul 20 20:48:13 2016	448061	13	0	0		
Wed Jul 20 20:48:13 2016	448067	12	0	0		
Wed Jul 20 20:48:13 2016	448073	12	0	0		
Wed Jul 20 20:48:13 2016	448079	13	0	0		
Wed Jul 20 20:48:13 2016	448085	12	0	0		
Wed Jul 20 20:48:13 2016	448091	12	0	0		
Wed Jul 20 20:48:13 2016	448097	13	0	0		
Wed Jul 20 20:48:13 2016	448103	13	0	0		
Wed Jul 20 20:48:14 2016	448109	12	0	0		
Wed Jul 20 20:48:14 2016	448115	13	0	0		
Wed Jul 20 20:48:14 2016	448121	12	0	0		
Wed Jul 20 20:48:14 2016	448127	12	0	0		
Wed Jul 20 20:48:14 2016	448133	12	0	0		
Wed Jul 20 20:48:14 2016	448139	12	0	0		
Wed Jul 20 20:48:14 2016	448145	12	0	0		
Wed Jul 20 20:48:14 2016	448151	13	0	0		
Wed Jul 20 20:48:14 2016	448157	12	0	0		
Wed Jul 20 20:48:14 2016	448163	12	0	0		
Wed Jul 20 20:48:14 2016	448169	13	0	0		
Wed Jul 20 20:48:14 2016	448175	12	0	0		
Wed Jul 20 20:48:14 2016	448181	12	0	0		
Wed Jul 20 20:48:14 2016	448187	12	0	0		
Wed Jul 20 20:48:14 2016	448193	13	0	0		
Wed Jul 20 20:48:14 2016	448199	12	0	0		
Wed Jul 20 20:48:14 2016	448205	14	0	0		
Wed Jul 20 20:48:14 2016	448211	12	0	0		
Wed Jul 20 20:48:14 2016	448217	13	0	0		
Wed Jul 20 20:48:14 2016	448223	13	0	0		
Wed Jul 20 20:48:14 2016	448229	13	0	0		
Wed Jul 20 20:48:14 2016	448235	12	0	0		
Wed Jul 20 20:48:14 2016	448241	13	0	0		
Wed Jul 20 20:48:14 2016	448261	7	0	0		
Wed Jul 20 20:48:14 2016	448267	14	0	0		
Wed Jul 20 20:48:14 2016	448273	16	0	0		
Wed Jul 20 20:48:14 2016	448279	14	0	0		
Wed Jul 20 20:48:14 2016	448285	14	0	0		
Wed Jul 20 20:48:14 2016	448291	12	0	0		
Wed Jul 20 20:48:14 2016	448297	12	0	0		
Wed Jul 20 20:48:14 2016	448303	13	0	0		
Wed Jul 20 20:48:14 2016	448309	13	0	0		
Wed Jul 20 20:48:14 2016	448315	14	0	0		
Wed Jul 20 20:48:14 2016	448321	13	0	0		
Wed Jul 20 20:48:14 2016	448327	12	0	0		
Wed Jul 20 20:48:14 2016	448333	12	0	0		
Wed Jul 20 20:48:14 2016	448339	13	0	0		
Wed Jul 20 20:48:14 2016	448345	13	0	0		
Wed Jul 20 20:48:14 2016	448351	12	0	0		
Wed Jul 20 20:48:14 2016	448357	13	0	0		
Wed Jul 20 20:48:14 2016	448363	12	0	0		
Wed Jul 20 20:48:14 2016	448369	12	0	0		
Wed Jul 20 20:48:14 2016	448375	12	0	0		
Wed Jul 20 20:48:14 2016	448381	13	0	0		
Wed Jul 20 20:48:14 2016	448387	13	0	0		
Wed Jul 20 20:48:14 2016	448393	12	0	0		
Wed Jul 20 20:48:14 2016	448399	13	0	0		
Wed Jul 20 20:48:14 2016	448405	13	0	0		
Wed Jul 20 20:48:14 2016	448411	12	0	0		
Wed Jul 20 20:48:14 2016	448417	12	0	0		
Wed Jul 20 20:48:14 2016	448423	12	0	0		
Wed Jul 20 20:48:14 2016	448429	13	0	0		
Wed Jul 20 20:48:14 2016	448435	15	0	0		
Wed Jul 20 20:48:14 2016	448441	14	0	0		
