DateTime	Elapsed	PiezoValue	BucketFlip	BucketCount			"Definitely ignore first flip, possibly ignore second. "
Mon Jul 25 22:36:23 2016	113015	12	0	0			
Mon Jul 25 22:36:23 2016	113021	14	0	0			
Mon Jul 25 22:36:23 2016	113027	13	0	0			
Mon Jul 25 22:36:23 2016	113033	14	0	0			
Mon Jul 25 22:36:23 2016	113039	14	0	0			
Mon Jul 25 22:36:23 2016	113045	14	0	0			
Mon Jul 25 22:36:23 2016	113051	13	0	0			
Mon Jul 25 22:36:23 2016	113057	14	0	0			
Mon Jul 25 22:36:23 2016	113063	13	0	0			
Mon Jul 25 22:36:23 2016	113069	14	0	0			
Mon Jul 25 22:36:23 2016	113075	14	0	0			
Mon Jul 25 22:36:23 2016	113081	14	0	0			
Mon Jul 25 22:36:23 2016	113087	14	0	0			
Mon Jul 25 22:36:23 2016	113093	13	0	0			
Mon Jul 25 22:36:23 2016	113099	14	0	0			
Mon Jul 25 22:36:23 2016	113105	14	0	0			
Mon Jul 25 22:36:23 2016	113111	12	0	0			
Mon Jul 25 22:36:23 2016	113117	13	0	0			
Mon Jul 25 22:36:23 2016	113123	13	0	0			
Mon Jul 25 22:36:23 2016	113129	14	0	0			
Mon Jul 25 22:36:23 2016	113135	13	0	0			
Mon Jul 25 22:36:23 2016	113141	13	0	0			
Mon Jul 25 22:36:23 2016	113147	13	0	0			
Mon Jul 25 22:36:23 2016	113153	13	0	0			
Mon Jul 25 22:36:23 2016	113159	14	0	0			
Mon Jul 25 22:36:23 2016	113165	14	0	0			
Mon Jul 25 22:36:23 2016	113171	13	0	0			
Mon Jul 25 22:36:23 2016	113177	13	0	0			
Mon Jul 25 22:36:23 2016	113183	12	0	0			
Mon Jul 25 22:36:23 2016	113189	14	0	0			
Mon Jul 25 22:36:23 2016	113195	14	0	0			
Mon Jul 25 22:36:23 2016	113201	14	0	0			
Mon Jul 25 22:36:23 2016	113207	14	0	0			
Mon Jul 25 22:36:23 2016	113213	13	0	0			
Mon Jul 25 22:36:23 2016	113219	13	0	0			
Mon Jul 25 22:36:23 2016	113225	13	0	0			
Mon Jul 25 22:36:23 2016	113231	13	0	0			
Mon Jul 25 22:36:23 2016	113237	14	0	0			
Mon Jul 25 22:36:23 2016	113243	14	0	0			
Mon Jul 25 22:36:23 2016	113249	13	0	0			
Mon Jul 25 22:36:23 2016	113255	13	0	0			
Mon Jul 25 22:36:23 2016	113261	14	0	0			
Mon Jul 25 22:36:23 2016	113267	14	0	0			
Mon Jul 25 22:36:23 2016	113273	14	0	0			
Mon Jul 25 22:36:23 2016	113279	13	0	0			
Mon Jul 25 22:36:23 2016	113285	13	0	0			
Mon Jul 25 22:36:23 2016	113291	14	0	0			
Mon Jul 25 22:36:23 2016	113297	14	0	0			
Mon Jul 25 22:36:23 2016	113303	12	0	0			
Mon Jul 25 22:36:23 2016	113309	13	0	0			
Mon Jul 25 22:36:23 2016	113315	14	0	0			
Mon Jul 25 22:36:23 2016	113321	14	0	0			
Mon Jul 25 22:36:23 2016	113327	14	0	0			
Mon Jul 25 22:36:23 2016	113333	14	0	0			
Mon Jul 25 22:36:23 2016	113339	13	0	0			
Mon Jul 25 22:36:23 2016	113345	14	0	0			
Mon Jul 25 22:36:23 2016	113351	13	0	0			
Mon Jul 25 22:36:23 2016	113357	14	0	0			
Mon Jul 25 22:36:23 2016	113363	13	0	0			
Mon Jul 25 22:36:23 2016	113369	14	0	0			
Mon Jul 25 22:36:23 2016	113375	14	0	0			
Mon Jul 25 22:36:23 2016	113381	13	0	0			
Mon Jul 25 22:36:23 2016	113387	14	0	0			
Mon Jul 25 22:36:23 2016	113393	14	0	0			
Mon Jul 25 22:36:23 2016	113399	13	0	0			
Mon Jul 25 22:36:23 2016	113405	13	0	0			
Mon Jul 25 22:36:23 2016	113411	14	0	0			
Mon Jul 25 22:36:23 2016	113417	13	0	0			
Mon Jul 25 22:36:23 2016	113423	13	0	0			
Mon Jul 25 22:36:23 2016	113429	14	0	0			
Mon Jul 25 22:36:23 2016	113435	14	0	0			
Mon Jul 25 22:36:23 2016	113441	12	0	0			
Mon Jul 25 22:36:23 2016	113447	14	0	0			
Mon Jul 25 22:36:23 2016	113453	13	0	0			
Mon Jul 25 22:36:23 2016	113459	12	0	0			
Mon Jul 25 22:36:23 2016	113465	13	0	0			
Mon Jul 25 22:36:23 2016	113471	14	0	0			
Mon Jul 25 22:36:23 2016	113477	12	0	0			
Mon Jul 25 22:36:23 2016	113483	13	0	0			
Mon Jul 25 22:36:23 2016	113489	14	0	0			
Mon Jul 25 22:36:23 2016	113495	14	0	0			
Mon Jul 25 22:36:23 2016	113501	14	0	0			
Mon Jul 25 22:36:23 2016	113507	14	0	0			
Mon Jul 25 22:36:23 2016	113513	12	0	0			
Mon Jul 25 22:36:23 2016	113519	13	0	0			
Mon Jul 25 22:36:23 2016	113525	13	0	0			
Mon Jul 25 22:36:23 2016	113531	13	0	0			
Mon Jul 25 22:36:23 2016	113537	13	0	0			
Mon Jul 25 22:36:23 2016	113543	14	0	0			
Mon Jul 25 22:36:23 2016	113549	14	0	0			
Mon Jul 25 22:36:23 2016	113555	14	0	0			
Mon Jul 25 22:36:23 2016	113561	14	0	0			
Mon Jul 25 22:36:23 2016	113567	14	0	0			
Mon Jul 25 22:36:23 2016	113573	14	0	0			
Mon Jul 25 22:36:23 2016	113579	14	0	0			
Mon Jul 25 22:36:23 2016	113585	14	0	0			
Mon Jul 25 22:36:23 2016	113591	13	0	0			
Mon Jul 25 22:36:23 2016	113597	13	0	0			
Mon Jul 25 22:36:23 2016	113603	14	0	0			
Mon Jul 25 22:36:23 2016	113609	13	0	0			
Mon Jul 25 22:36:24 2016	113615	14	0	0			
Mon Jul 25 22:36:24 2016	113621	13	0	0			
Mon Jul 25 22:36:24 2016	113627	13	0	0			
Mon Jul 25 22:36:24 2016	113633	14	0	0			
Mon Jul 25 22:36:24 2016	113639	13	0	0			
Mon Jul 25 22:36:24 2016	113645	14	0	0			
Mon Jul 25 22:36:24 2016	113651	13	0	0			
Mon Jul 25 22:36:24 2016	113657	13	0	0			
Mon Jul 25 22:36:24 2016	113663	14	0	0			
Mon Jul 25 22:36:24 2016	113669	13	0	0			
Mon Jul 25 22:36:24 2016	113675	13	0	0			
Mon Jul 25 22:36:24 2016	113681	13	0	0			
Mon Jul 25 22:36:24 2016	113687	14	0	0			
Mon Jul 25 22:36:24 2016	113693	13	0	0			
Mon Jul 25 22:36:24 2016	113699	13	0	0			
Mon Jul 25 22:36:24 2016	113705	14	0	0			
Mon Jul 25 22:36:24 2016	113711	13	0	0			
Mon Jul 25 22:36:24 2016	113717	13	0	0			
Mon Jul 25 22:36:24 2016	113723	13	0	0			
Mon Jul 25 22:36:24 2016	113729	14	0	0			
Mon Jul 25 22:36:24 2016	113735	15	0	0			
Mon Jul 25 22:36:24 2016	113741	12	0	0			
Mon Jul 25 22:36:24 2016	113747	13	0	0			
Mon Jul 25 22:36:24 2016	113753	13	0	0			
Mon Jul 25 22:36:24 2016	113759	13	0	0			
Mon Jul 25 22:36:24 2016	113765	14	0	0			
Mon Jul 25 22:36:24 2016	113771	13	0	0			
Mon Jul 25 22:36:24 2016	113777	13	0	0			
Mon Jul 25 22:36:24 2016	113783	13	0	0			
Mon Jul 25 22:36:24 2016	113789	14	0	0			
Mon Jul 25 22:36:24 2016	113795	13	0	0			
Mon Jul 25 22:36:24 2016	113801	13	0	0			
Mon Jul 25 22:36:24 2016	113807	13	0	0			
Mon Jul 25 22:36:24 2016	113813	13	0	0			
Mon Jul 25 22:36:24 2016	113819	14	0	0			
Mon Jul 25 22:36:24 2016	113825	13	0	0			
Mon Jul 25 22:36:24 2016	113831	14	0	0			
Mon Jul 25 22:36:24 2016	113837	14	0	0			
Mon Jul 25 22:36:24 2016	113843	13	0	0			
Mon Jul 25 22:36:24 2016	113849	12	0	0			
Mon Jul 25 22:36:24 2016	113855	13	0	0			
Mon Jul 25 22:36:24 2016	113861	14	0	0			
Mon Jul 25 22:36:24 2016	113867	14	0	0			
Mon Jul 25 22:36:24 2016	113873	13	0	0			
Mon Jul 25 22:36:24 2016	113879	13	0	0			
Mon Jul 25 22:36:24 2016	113885	13	0	0			
Mon Jul 25 22:36:24 2016	113891	13	0	0			
Mon Jul 25 22:36:24 2016	113897	14	0	0			
Mon Jul 25 22:36:24 2016	113903	14	0	0			
Mon Jul 25 22:36:24 2016	113909	14	0	0			
Mon Jul 25 22:36:24 2016	113915	13	0	0			
Mon Jul 25 22:36:24 2016	113921	13	0	0			
Mon Jul 25 22:36:24 2016	113927	14	0	0			
Mon Jul 25 22:36:24 2016	113933	13	0	0			
Mon Jul 25 22:36:24 2016	113939	13	0	0			
Mon Jul 25 22:36:24 2016	113945	13	0	0			
Mon Jul 25 22:36:24 2016	113951	13	0	0			
Mon Jul 25 22:36:24 2016	113957	13	0	0			
Mon Jul 25 22:36:24 2016	113963	14	0	0			
Mon Jul 25 22:36:24 2016	113969	12	0	0			
Mon Jul 25 22:36:24 2016	113975	14	0	0			
Mon Jul 25 22:36:24 2016	113981	13	0	0			
Mon Jul 25 22:36:24 2016	113987	12	0	0			
Mon Jul 25 22:36:24 2016	113993	14	0	0			
Mon Jul 25 22:36:24 2016	113999	14	0	0			
Mon Jul 25 22:36:24 2016	114005	14	0	0			
Mon Jul 25 22:36:24 2016	114011	14	0	0			
Mon Jul 25 22:36:24 2016	114017	13	0	0			
Mon Jul 25 22:36:24 2016	114023	13	0	0			
Mon Jul 25 22:36:24 2016	114029	13	0	0			
Mon Jul 25 22:36:24 2016	114035	14	0	0			
Mon Jul 25 22:36:24 2016	114041	13	0	0			
Mon Jul 25 22:36:24 2016	114047	14	0	0			
Mon Jul 25 22:36:24 2016	114053	13	0	0			
Mon Jul 25 22:36:24 2016	114059	14	0	0			
Mon Jul 25 22:36:24 2016	114065	13	0	0			
Mon Jul 25 22:36:24 2016	114071	13	0	0			
Mon Jul 25 22:36:24 2016	114077	13	0	0			
Mon Jul 25 22:36:24 2016	114083	14	0	0			
Mon Jul 25 22:36:24 2016	114089	13	0	0			
Mon Jul 25 22:36:24 2016	114095	13	0	0			
Mon Jul 25 22:36:24 2016	114101	13	0	0			
Mon Jul 25 22:36:24 2016	114107	12	0	0			
Mon Jul 25 22:36:24 2016	114113	13	0	0			
Mon Jul 25 22:36:24 2016	114119	14	0	0			
Mon Jul 25 22:36:24 2016	114125	13	0	0			
Mon Jul 25 22:36:24 2016	114131	13	0	0			
Mon Jul 25 22:36:24 2016	114137	12	0	0			
Mon Jul 25 22:36:24 2016	114143	13	0	0			
Mon Jul 25 22:36:24 2016	114149	14	0	0			
Mon Jul 25 22:36:24 2016	114155	13	0	0			
Mon Jul 25 22:36:24 2016	114161	13	0	0			
Mon Jul 25 22:36:24 2016	114167	14	0	0			
Mon Jul 25 22:36:24 2016	114173	12	0	0			
Mon Jul 25 22:36:24 2016	114179	13	0	0			
Mon Jul 25 22:36:24 2016	114185	13	0	0			
Mon Jul 25 22:36:24 2016	114191	12	0	0			
Mon Jul 25 22:36:24 2016	114197	12	0	0			
Mon Jul 25 22:36:24 2016	114203	12	0	0			
Mon Jul 25 22:36:24 2016	114209	12	0	0			
Mon Jul 25 22:36:24 2016	114215	14	0	0			
Mon Jul 25 22:36:24 2016	114221	13	0	0			
Mon Jul 25 22:36:24 2016	114227	14	0	0			
Mon Jul 25 22:36:24 2016	114233	13	0	0			
Mon Jul 25 22:36:24 2016	114239	13	0	0			
Mon Jul 25 22:36:24 2016	114245	13	0	0			
Mon Jul 25 22:36:24 2016	114251	13	0	0			
Mon Jul 25 22:36:24 2016	114257	13	0	0			
Mon Jul 25 22:36:24 2016	114263	12	0	0			
Mon Jul 25 22:36:24 2016	114269	14	0	0			
Mon Jul 25 22:36:24 2016	114275	14	0	0			
Mon Jul 25 22:36:24 2016	114281	14	0	0			
Mon Jul 25 22:36:24 2016	114287	13	0	0			
Mon Jul 25 22:36:24 2016	114293	13	0	0			
Mon Jul 25 22:36:24 2016	114299	13	0	0			
Mon Jul 25 22:36:24 2016	114305	12	0	0			
Mon Jul 25 22:36:24 2016	114311	13	0	0			
Mon Jul 25 22:36:24 2016	114317	14	0	0			
Mon Jul 25 22:36:24 2016	114323	12	0	0			
Mon Jul 25 22:36:24 2016	114329	13	0	0			
Mon Jul 25 22:36:24 2016	114335	14	0	0			
Mon Jul 25 22:36:24 2016	114341	13	0	0			
Mon Jul 25 22:36:24 2016	114347	12	0	0			
Mon Jul 25 22:36:24 2016	114353	13	0	0			
Mon Jul 25 22:36:24 2016	114359	13	0	0			
Mon Jul 25 22:36:24 2016	114365	13	0	0			
Mon Jul 25 22:36:24 2016	114371	13	0	0			
Mon Jul 25 22:36:24 2016	114377	13	0	0			
Mon Jul 25 22:36:24 2016	114383	13	0	0			
Mon Jul 25 22:36:24 2016	114389	13	0	0			
Mon Jul 25 22:36:24 2016	114395	13	0	0			
Mon Jul 25 22:36:24 2016	114401	13	0	0			
Mon Jul 25 22:36:24 2016	114407	14	0	0			
Mon Jul 25 22:36:24 2016	114413	14	0	0			
Mon Jul 25 22:36:24 2016	114419	13	0	0			
Mon Jul 25 22:36:24 2016	114425	13	0	0			
Mon Jul 25 22:36:24 2016	114431	13	0	0			
Mon Jul 25 22:36:24 2016	114437	13	0	0			
Mon Jul 25 22:36:24 2016	114443	13	0	0			
Mon Jul 25 22:36:24 2016	114449	14	0	0			
Mon Jul 25 22:36:24 2016	114455	13	0	0			
Mon Jul 25 22:36:24 2016	114461	13	0	0			
Mon Jul 25 22:36:24 2016	114467	13	0	0			
Mon Jul 25 22:36:24 2016	114473	13	0	0			
Mon Jul 25 22:36:24 2016	114479	13	0	0			
Mon Jul 25 22:36:24 2016	114485	14	0	0			
Mon Jul 25 22:36:24 2016	114491	14	0	0			
Mon Jul 25 22:36:24 2016	114497	13	0	0			
Mon Jul 25 22:36:24 2016	114503	13	0	0			
Mon Jul 25 22:36:24 2016	114509	12	0	0			
Mon Jul 25 22:36:24 2016	114515	14	0	0			
Mon Jul 25 22:36:24 2016	114521	13	0	0			
Mon Jul 25 22:36:24 2016	114527	12	0	0			
Mon Jul 25 22:36:24 2016	114533	13	0	0			
Mon Jul 25 22:36:24 2016	114539	13	0	0			
Mon Jul 25 22:36:24 2016	114545	13	0	0			
Mon Jul 25 22:36:24 2016	114551	14	0	0			
Mon Jul 25 22:36:24 2016	114557	14	0	0			
Mon Jul 25 22:36:24 2016	114563	13	0	0			
Mon Jul 25 22:36:24 2016	114569	14	0	0			
Mon Jul 25 22:36:24 2016	114575	14	0	0			
Mon Jul 25 22:36:24 2016	114581	13	0	0			
Mon Jul 25 22:36:24 2016	114587	13	0	0			
Mon Jul 25 22:36:24 2016	114593	14	0	0			
Mon Jul 25 22:36:24 2016	114599	13	0	0			
Mon Jul 25 22:36:24 2016	114605	13	0	0			
Mon Jul 25 22:36:24 2016	114611	14	0	0			
Mon Jul 25 22:36:25 2016	114617	14	0	0			
Mon Jul 25 22:36:25 2016	114623	14	0	0			
Mon Jul 25 22:36:25 2016	114629	14	0	0			
Mon Jul 25 22:36:25 2016	114635	14	0	0			
Mon Jul 25 22:36:25 2016	114641	14	0	0			
Mon Jul 25 22:36:25 2016	114647	14	0	0			
Mon Jul 25 22:36:25 2016	114653	13	0	0			
Mon Jul 25 22:36:25 2016	114659	14	0	0			
Mon Jul 25 22:36:25 2016	114665	14	0	0			
Mon Jul 25 22:36:25 2016	114671	15	0	0			
Mon Jul 25 22:36:25 2016	114677	14	0	0			
Mon Jul 25 22:36:25 2016	114683	15	0	0			
Mon Jul 25 22:36:25 2016	114689	14	0	0			
Mon Jul 25 22:36:25 2016	114695	15	0	0			
Mon Jul 25 22:36:25 2016	114701	14	0	0			
Mon Jul 25 22:36:25 2016	114707	13	0	0			
Mon Jul 25 22:36:25 2016	114713	14	0	0			
Mon Jul 25 22:36:25 2016	114719	13	0	0			
Mon Jul 25 22:36:25 2016	114725	13	0	0			
Mon Jul 25 22:36:25 2016	114731	14	0	0			
Mon Jul 25 22:36:25 2016	114737	13	0	0			
Mon Jul 25 22:36:25 2016	114743	14	0	0			
Mon Jul 25 22:36:25 2016	114749	14	0	0			
Mon Jul 25 22:36:25 2016	114755	14	0	0			
Mon Jul 25 22:36:25 2016	114761	14	0	0			
Mon Jul 25 22:36:25 2016	114767	14	0	0			
Mon Jul 25 22:36:25 2016	114773	15	0	0			
Mon Jul 25 22:36:25 2016	114779	14	0	0			
Mon Jul 25 22:36:25 2016	114785	14	0	0			
Mon Jul 25 22:36:25 2016	114791	13	0	0			
Mon Jul 25 22:36:25 2016	114797	13	0	0			
Mon Jul 25 22:36:25 2016	114803	13	0	0			
Mon Jul 25 22:36:25 2016	114809	15	0	0			
Mon Jul 25 22:36:25 2016	114815	13	0	0			
Mon Jul 25 22:36:25 2016	114821	14	0	0			
Mon Jul 25 22:36:25 2016	114827	14	0	0			
Mon Jul 25 22:36:25 2016	114833	12	0	0			
Mon Jul 25 22:36:25 2016	114839	14	0	0			
Mon Jul 25 22:36:25 2016	114845	14	0	0			
Mon Jul 25 22:36:25 2016	114851	13	0	0			
Mon Jul 25 22:36:25 2016	114857	12	0	0			
Mon Jul 25 22:36:25 2016	114863	14	0	0			
Mon Jul 25 22:36:25 2016	114869	13	0	0			
Mon Jul 25 22:36:25 2016	114875	14	0	0			
Mon Jul 25 22:36:25 2016	114881	14	0	0			
Mon Jul 25 22:36:25 2016	114887	13	0	0			
Mon Jul 25 22:36:25 2016	114893	13	0	0			
Mon Jul 25 22:36:25 2016	114899	14	0	0			
Mon Jul 25 22:36:25 2016	114905	13	0	0			
Mon Jul 25 22:36:25 2016	114911	13	0	0			
Mon Jul 25 22:36:25 2016	114917	14	0	0			
Mon Jul 25 22:36:25 2016	114923	14	0	0			
Mon Jul 25 22:36:25 2016	114929	12	0	0			
Mon Jul 25 22:36:25 2016	114935	13	0	0			
Mon Jul 25 22:36:25 2016	114941	14	0	0			
Mon Jul 25 22:36:25 2016	114947	12	0	0			
Mon Jul 25 22:36:25 2016	114953	13	0	0			
Mon Jul 25 22:36:25 2016	114959	13	0	0			
Mon Jul 25 22:36:25 2016	114965	14	0	0			
Mon Jul 25 22:36:25 2016	114971	13	0	0			
Mon Jul 25 22:36:25 2016	114977	13	0	0			
Mon Jul 25 22:36:25 2016	114983	13	0	0			
Mon Jul 25 22:36:25 2016	114989	14	0	0			
Mon Jul 25 22:36:25 2016	114995	13	0	0			
Mon Jul 25 22:36:25 2016	115001	13	0	0			
Mon Jul 25 22:36:25 2016	115007	13	0	0			
Mon Jul 25 22:36:25 2016	115013	13	0	0			
Mon Jul 25 22:36:25 2016	115019	14	0	0			
Mon Jul 25 22:36:25 2016	115025	14	0	0			
Mon Jul 25 22:36:25 2016	115031	13	0	0			
Mon Jul 25 22:36:25 2016	115037	13	0	0			
Mon Jul 25 22:36:25 2016	115043	14	0	0			
Mon Jul 25 22:36:25 2016	115049	13	0	0			
Mon Jul 25 22:36:25 2016	115055	14	0	0			
Mon Jul 25 22:36:25 2016	115061	13	0	0			
Mon Jul 25 22:36:25 2016	115067	13	0	0			
Mon Jul 25 22:36:25 2016	115073	14	0	0			
Mon Jul 25 22:36:25 2016	115079	14	0	0			
Mon Jul 25 22:36:25 2016	115085	13	0	0			
Mon Jul 25 22:36:25 2016	115091	14	0	0			
Mon Jul 25 22:36:25 2016	115097	14	0	0			
Mon Jul 25 22:36:25 2016	115103	13	0	0			
Mon Jul 25 22:36:25 2016	115109	14	0	0			
Mon Jul 25 22:36:25 2016	115115	13	0	0			
Mon Jul 25 22:36:25 2016	115121	13	0	0			
Mon Jul 25 22:36:25 2016	115127	13	0	0			
Mon Jul 25 22:36:25 2016	115133	13	0	0			
Mon Jul 25 22:36:25 2016	115139	13	0	0			
Mon Jul 25 22:36:25 2016	115145	12	0	0			
Mon Jul 25 22:36:25 2016	115151	13	0	0			
Mon Jul 25 22:36:25 2016	115157	13	0	0			
Mon Jul 25 22:36:25 2016	115163	13	0	0			
Mon Jul 25 22:36:25 2016	115169	14	0	0			
Mon Jul 25 22:36:25 2016	115175	13	0	0			
Mon Jul 25 22:36:25 2016	115181	13	0	0			
Mon Jul 25 22:36:25 2016	115187	13	0	0			
Mon Jul 25 22:36:25 2016	115193	13	0	0			
Mon Jul 25 22:36:25 2016	115199	12	0	0			
Mon Jul 25 22:36:25 2016	115205	13	0	0			
Mon Jul 25 22:36:25 2016	115211	13	0	0			
Mon Jul 25 22:36:25 2016	115217	13	0	0			
Mon Jul 25 22:36:25 2016	115223	14	0	0			
Mon Jul 25 22:36:25 2016	115229	13	0	0			
Mon Jul 25 22:36:25 2016	115235	12	0	0			
Mon Jul 25 22:36:25 2016	115241	13	0	0			
Mon Jul 25 22:36:25 2016	115247	14	0	0			
Mon Jul 25 22:36:25 2016	115253	13	0	0			
Mon Jul 25 22:36:25 2016	115259	14	0	0			
Mon Jul 25 22:36:25 2016	115265	14	0	0			
Mon Jul 25 22:36:25 2016	115271	13	0	0			
Mon Jul 25 22:36:25 2016	115277	13	0	0			
Mon Jul 25 22:36:25 2016	115283	13	0	0			
Mon Jul 25 22:36:25 2016	115289	13	0	0			
Mon Jul 25 22:36:25 2016	115295	12	0	0			
Mon Jul 25 22:36:25 2016	115301	13	0	0			
Mon Jul 25 22:36:25 2016	115307	13	0	0			
Mon Jul 25 22:36:25 2016	115313	14	0	0			
Mon Jul 25 22:36:25 2016	115319	13	0	0			
Mon Jul 25 22:36:25 2016	115325	13	0	0			
Mon Jul 25 22:36:25 2016	115331	14	0	0			
Mon Jul 25 22:36:25 2016	115337	13	0	0			
Mon Jul 25 22:36:25 2016	115343	13	0	0			
Mon Jul 25 22:36:25 2016	115349	13	0	0			
Mon Jul 25 22:36:25 2016	115355	14	0	0			
Mon Jul 25 22:36:25 2016	115361	13	0	0			
Mon Jul 25 22:36:25 2016	115367	13	0	0			
Mon Jul 25 22:36:25 2016	115373	13	0	0			
Mon Jul 25 22:36:25 2016	115379	13	0	0			
Mon Jul 25 22:36:25 2016	115385	14	0	0			
Mon Jul 25 22:36:25 2016	115391	13	0	0			
Mon Jul 25 22:36:25 2016	115397	13	0	0			
Mon Jul 25 22:36:25 2016	115403	14	0	0			
Mon Jul 25 22:36:25 2016	115409	14	0	0			
Mon Jul 25 22:36:25 2016	115415	13	0	0			
Mon Jul 25 22:36:25 2016	115421	14	0	0			
Mon Jul 25 22:36:25 2016	115427	13	0	0			
Mon Jul 25 22:36:25 2016	115433	13	0	0			
Mon Jul 25 22:36:25 2016	115439	14	0	0			
Mon Jul 25 22:36:25 2016	115445	13	0	0			
Mon Jul 25 22:36:25 2016	115451	12	0	0			
Mon Jul 25 22:36:25 2016	115457	13	0	0			
Mon Jul 25 22:36:25 2016	115463	13	0	0			
Mon Jul 25 22:36:25 2016	115469	14	0	0			
Mon Jul 25 22:36:25 2016	115475	13	0	0			
Mon Jul 25 22:36:25 2016	115481	12	0	0			
Mon Jul 25 22:36:25 2016	115487	12	0	0			
Mon Jul 25 22:36:25 2016	115493	13	0	0			
Mon Jul 25 22:36:25 2016	115499	14	0	0			
Mon Jul 25 22:36:25 2016	115505	12	0	0			
Mon Jul 25 22:36:25 2016	115511	12	0	0			
Mon Jul 25 22:36:25 2016	115517	13	0	0			
Mon Jul 25 22:36:25 2016	115523	14	0	0			
Mon Jul 25 22:36:25 2016	115529	14	0	0			
Mon Jul 25 22:36:25 2016	115535	12	0	0			
Mon Jul 25 22:36:25 2016	115541	13	0	0			
Mon Jul 25 22:36:25 2016	115547	13	0	0			
Mon Jul 25 22:36:25 2016	115553	13	0	0			
Mon Jul 25 22:36:25 2016	115559	14	0	0			
Mon Jul 25 22:36:25 2016	115565	13	0	0			
Mon Jul 25 22:36:25 2016	115571	14	0	0			
Mon Jul 25 22:36:25 2016	115577	13	0	0			
Mon Jul 25 22:36:25 2016	115583	13	0	0			
Mon Jul 25 22:36:25 2016	115589	14	0	0			
Mon Jul 25 22:36:25 2016	115595	12	0	0			
Mon Jul 25 22:36:25 2016	115601	13	0	0			
Mon Jul 25 22:36:25 2016	115607	13	0	0			
Mon Jul 25 22:36:26 2016	115613	13	0	0			
Mon Jul 25 22:36:26 2016	115619	14	0	0			
Mon Jul 25 22:36:26 2016	115625	13	0	0			
Mon Jul 25 22:36:26 2016	115631	14	0	0			
Mon Jul 25 22:36:26 2016	115637	13	0	0			
Mon Jul 25 22:36:26 2016	115643	14	0	0			
Mon Jul 25 22:36:26 2016	115649	12	0	0			
Mon Jul 25 22:36:26 2016	115655	13	0	0			
Mon Jul 25 22:36:26 2016	115661	14	0	0			
Mon Jul 25 22:36:26 2016	115667	12	0	0			
Mon Jul 25 22:36:26 2016	115673	13	0	0			
Mon Jul 25 22:36:26 2016	115679	13	0	0			
Mon Jul 25 22:36:26 2016	115685	13	0	0			
Mon Jul 25 22:36:26 2016	115691	13	0	0			
Mon Jul 25 22:36:26 2016	115697	13	0	0			
Mon Jul 25 22:36:26 2016	115703	13	0	0			
